"","taxon","lfc_(Intercept)","lfc_Both_case_control","lfc_A_SMK_CIG_CUR_FREQ","lfc_F1_SDC_AGE_CALC","lfc_A_HS_DENTAL_VISIT_LAST","lfc_PM_BIOIMPED_BMI","lfc_PM_BIOIMPED_WEIGHT","lfc_PM_WAIST_AVG","lfc_PM_WAIST_HIP_RATIO","lfc_PM_STANDING_HEIGHT_AVG","lfc_A_SLE_LIGHT_EXP","lfc_NUT_VEG_DAY_QTY","lfc_NUT_JUICE_DAY_QTY","lfc_REFINED_GRAIN_SERVINGS_DAY_QTY","lfc_PM_BIOIMPED_FFM","lfc_SALT_SEASONING","lfc_NUTS_SEEDS_SERVINGS_PER_DAY","se_(Intercept)","se_Both_case_control","se_A_SMK_CIG_CUR_FREQ","se_F1_SDC_AGE_CALC","se_A_HS_DENTAL_VISIT_LAST","se_PM_BIOIMPED_BMI","se_PM_BIOIMPED_WEIGHT","se_PM_WAIST_AVG","se_PM_WAIST_HIP_RATIO","se_PM_STANDING_HEIGHT_AVG","se_A_SLE_LIGHT_EXP","se_NUT_VEG_DAY_QTY","se_NUT_JUICE_DAY_QTY","se_REFINED_GRAIN_SERVINGS_DAY_QTY","se_PM_BIOIMPED_FFM","se_SALT_SEASONING","se_NUTS_SEEDS_SERVINGS_PER_DAY","W_(Intercept)","W_Both_case_control","W_A_SMK_CIG_CUR_FREQ","W_F1_SDC_AGE_CALC","W_A_HS_DENTAL_VISIT_LAST","W_PM_BIOIMPED_BMI","W_PM_BIOIMPED_WEIGHT","W_PM_WAIST_AVG","W_PM_WAIST_HIP_RATIO","W_PM_STANDING_HEIGHT_AVG","W_A_SLE_LIGHT_EXP","W_NUT_VEG_DAY_QTY","W_NUT_JUICE_DAY_QTY","W_REFINED_GRAIN_SERVINGS_DAY_QTY","W_PM_BIOIMPED_FFM","W_SALT_SEASONING","W_NUTS_SEEDS_SERVINGS_PER_DAY","p_(Intercept)","p_Both_case_control","p_A_SMK_CIG_CUR_FREQ","p_F1_SDC_AGE_CALC","p_A_HS_DENTAL_VISIT_LAST","p_PM_BIOIMPED_BMI","p_PM_BIOIMPED_WEIGHT","p_PM_WAIST_AVG","p_PM_WAIST_HIP_RATIO","p_PM_STANDING_HEIGHT_AVG","p_A_SLE_LIGHT_EXP","p_NUT_VEG_DAY_QTY","p_NUT_JUICE_DAY_QTY","p_REFINED_GRAIN_SERVINGS_DAY_QTY","p_PM_BIOIMPED_FFM","p_SALT_SEASONING","p_NUTS_SEEDS_SERVINGS_PER_DAY","q_(Intercept)","q_Both_case_control","q_A_SMK_CIG_CUR_FREQ","q_F1_SDC_AGE_CALC","q_A_HS_DENTAL_VISIT_LAST","q_PM_BIOIMPED_BMI","q_PM_BIOIMPED_WEIGHT","q_PM_WAIST_AVG","q_PM_WAIST_HIP_RATIO","q_PM_STANDING_HEIGHT_AVG","q_A_SLE_LIGHT_EXP","q_NUT_VEG_DAY_QTY","q_NUT_JUICE_DAY_QTY","q_REFINED_GRAIN_SERVINGS_DAY_QTY","q_PM_BIOIMPED_FFM","q_SALT_SEASONING","q_NUTS_SEEDS_SERVINGS_PER_DAY","diff_(Intercept)","diff_Both_case_control","diff_A_SMK_CIG_CUR_FREQ","diff_F1_SDC_AGE_CALC","diff_A_HS_DENTAL_VISIT_LAST","diff_PM_BIOIMPED_BMI","diff_PM_BIOIMPED_WEIGHT","diff_PM_WAIST_AVG","diff_PM_WAIST_HIP_RATIO","diff_PM_STANDING_HEIGHT_AVG","diff_A_SLE_LIGHT_EXP","diff_NUT_VEG_DAY_QTY","diff_NUT_JUICE_DAY_QTY","diff_REFINED_GRAIN_SERVINGS_DAY_QTY","diff_PM_BIOIMPED_FFM","diff_SALT_SEASONING","diff_NUTS_SEEDS_SERVINGS_PER_DAY","passed_ss_(Intercept)","passed_ss_Both_case_control","passed_ss_A_SMK_CIG_CUR_FREQ","passed_ss_F1_SDC_AGE_CALC","passed_ss_A_HS_DENTAL_VISIT_LAST","passed_ss_PM_BIOIMPED_BMI","passed_ss_PM_BIOIMPED_WEIGHT","passed_ss_PM_WAIST_AVG","passed_ss_PM_WAIST_HIP_RATIO","passed_ss_PM_STANDING_HEIGHT_AVG","passed_ss_A_SLE_LIGHT_EXP","passed_ss_NUT_VEG_DAY_QTY","passed_ss_NUT_JUICE_DAY_QTY","passed_ss_REFINED_GRAIN_SERVINGS_DAY_QTY","passed_ss_PM_BIOIMPED_FFM","passed_ss_SALT_SEASONING","passed_ss_NUTS_SEEDS_SERVINGS_PER_DAY"
"1","7e464b9b7f9ca86103a675a09263efec",16.9057273534909,0.0028308838105135,0.782980197725937,-0.00160785551305848,-0.298908813446605,0.00769488033740636,-0.0499011052448897,0.0422381293479954,-14.6847480600703,-0.0680639302047334,0.237998641219978,0.0433576510328825,-0.109456738174904,-0.0114631550912222,0.123243652054761,0.0010706235664223,0.424300475336675,4.08208765451542,0.41856007702313,0.804820670505321,0.0224525409101304,0.210658422448851,0.139507742420389,0.144449850439587,0.135140086405786,18.235009106512,0.0669409523505256,0.545534786693731,0.0856864164153362,0.193898384190861,0.165498164429598,0.108375067064462,0.267632089372959,0.278888017405857,4.14144153293488,0.00676338706416346,0.972862932601282,-0.0716112942180645,-1.41892647809599,0.0551573712247368,-0.345456261069373,0.312550705503966,-0.805305222185284,-1.01677564801181,0.436266663510852,0.506003785042436,-0.564505674617495,-0.0692645452034515,1.13719562435384,0.00400035574557105,1.52140088083886,0.000505391433693709,0.99467064805392,0.342241707835066,0.943622530475319,0.171317492145966,0.956560378447988,0.733358371919578,0.757857549853175,0.4301141932091,0.321403329798234,0.667316351054249,0.618386002837073,0.578686879445128,0.945466904814215,0.268898123345882,0.996847819822595,0.143813167346834,0.0217318316488295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",-89.6265642478645,-36.6953692348648,12.191569159989,1.46501952394079,19.9336470015252,0.152247950361051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58727323448952,0.815318660214801,1.78692343225077,0.0240386081152952,0.423604330378788,0.27925064103285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.4371389846887,-45.0073952989095,6.82265895670343,60.9444405813427,47.0572314114458,0.545201793621455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-65.1291098535466,8.057143211217,NA,0.416579538035561,-3.98891104984113,1.34474200155019,0.514223654828717,-1.20394821646241,92.2077331103739,NA,NA,NA,NA,NA,NA,NA,NA,8.38888025704951,0.794677909558629,NA,0.0236647512234124,0.412888366609608,0.271952887229733,0.403094538637558,0.40007057943897,54.9903760305953,NA,NA,NA,NA,NA,NA,NA,NA,-7.76374293801798,10.1388790531399,NA,17.6033770269862,-9.66099162007318,4.94476089314034,1.27568995741488,-3.00933954741371,1.67679764653858,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-64.0535923925525,-0.572364583308038,1.73659682135793,-0.0791588152257587,-0.974281524260692,1.34091445179618,-0.389923521231525,-0.0428757314722352,-0.272341607539716,0.48982600061159,-0.760767041624637,-0.0219450064741238,0.160564599206039,0.156663366746141,-0.325530014801387,-0.0703344162764721,-0.136601767819787,5.43777171747706,0.55631532083441,1.103163383111,0.0262384483677716,0.2890452085856,0.185683037085261,0.226767009764356,0.220198052342699,30.1105710671845,0.108399887989151,0.748044166052237,0.0997009603599961,0.239344835533526,0.17963029651168,0.149919210501637,0.354490286946958,0.294950724286489,-11.7793823868486,-1.0288492189098,1.57419730199945,-3.01690153763012,-3.37068906635123,7.22152369352115,-1.71948962786391,-0.194714399224144,-0.00904471744929882,4.51869471175665,-1.01700818768435,-0.220108275736619,0.670850485861219,0.872143339895643,-2.17136959107608,-0.198409995608698,-0.463134200298162,1.18645106392566e-08,0.320998823277711,0.137763319834298,0.00923677031946252,0.00457185106972481,4.41464556655656e-06,0.107545366307629,0.848413878496904,0.99291108093844,0.000481655587155719,0.326403886035183,0.828964081152034,0.513231993089182,0.397841161122624,0.047582195403342,0.845576620078207,0.650385589190662,6.288190638806e-07,1,1,0.480312056612051,0.251451808834865,0.000233976215027497,1,1,1,0.0250460905320974,1,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",3.45601735777459,0.392581782840052,-1.42649657028577,0.0353049012035908,-0.184672718184218,0.0547243004128134,0.0278012363622936,0.0255188425697861,-8.794278082627,0.0178826345819673,0.358024069948376,0.381709573173555,0.587548700826384,0.199678425833112,-0.188021209709014,0.0843337517204104,-0.730277827144873,3.79979688599025,0.653669857089722,1.17392131951007,0.0316373531461394,0.350588111588298,0.212386250004507,0.135342741453364,0.118172659777015,15.6878307054432,0.0606399435090558,0.633877970917979,0.18449308777333,0.260527400749219,0.264479138396592,0.126436891746443,0.330534326747371,0.384359435734399,0.909526867216728,0.600581132175667,-1.21515517827133,1.11592461735058,-0.526751227665936,0.257664045632202,0.205413574926538,0.215945402413204,-0.560579614081102,0.294898602260353,0.564815447727089,2.06896408846779,2.25522804563637,0.754987433200457,-1.48707554505588,0.255143701866908,-1.89998672921747,0.373393320064254,0.554546108726938,0.237792927231791,0.277061402875203,0.603886525558679,0.799174296151074,0.839227149404644,0.831114046042632,0.581016393688721,0.77096701956703,0.578183573063304,0.0510806834239167,0.0349158944831708,0.458640820839674,0.151856369014484,0.801094287027583,0.0712539749630345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6","eedb6e6a512baecd8df273d5495ca5c0",-9.0756360380561,-3.89577938033811,9.63014708171213,0.285535394938487,-4.00132444049198,2.14137696038995,-0.898144425137854,0.0546241142188543,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38888025704951,0.794677909558629,1.73964895015779,0.0236647512234124,0.412888366609608,0.271952887229733,0.403094538637558,0.40007057943897,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08186501177311,-4.90233758039388,5.53568412801827,12.0658523828468,-9.69105638249985,7.87407327130531,-2.22812352698586,0.136536193927219,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-20.725390548873,0.906142612023418,0.270389452646724,0.07439805617486,-0.446586586243786,0.496877404876409,-0.0928646001916587,-0.134765696335244,2.86047720477704,0.102240415846795,0.483246369096004,0.282148328463843,0.260922197215744,-0.180547700270384,0.0361873985821708,0.0180820006507387,-0.0850439300014539,5.41706197690587,0.541655222650649,1.05450814402293,0.0245444787719127,0.280813196646061,0.175309326879085,0.225355938668777,0.2198954009266,29.930161076607,0.106418546796799,0.712281109019378,0.0941937450163073,0.200097759358634,0.189718582514828,0.137735658878336,0.349389356209565,0.253643327514278,-3.82594672854583,1.67291401269817,0.256412863361295,3.03115241787073,-1.59033333040493,2.83428961665637,-0.412079667126718,-0.612862732769149,0.0955717277115742,0.960738695690124,0.678448948002153,2.99540408351951,1.30397360796077,-0.951660601070919,0.26273079082691,0.051753152548508,-0.335289442994185,0.00185341782256081,0.116532943624242,0.801361586812397,0.00897936663951761,0.134080995261618,0.013254211189725,0.68652119132863,0.549793828667165,0.925215252212064,0.35298390847308,0.50854702323716,0.00963891423997969,0.213276017711593,0.357411025001295,0.796584897650726,0.959456568514031,0.742377946121887,0.0741367129024325,1,1,0.475906431894433,1,0.520419306829424,1,1,1,1,1,0.472306797759005,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",-20.8712507446222,1.53028353048488,-3.40003819835172,-0.109361655269646,0.189016090854094,0.718727321964455,-0.333190245200457,-0.0603156149151976,-1.02226428128551,0.225213128124245,NA,NA,NA,NA,NA,NA,NA,8.18444440764698,0.773442452435259,1.69096644620173,0.0232828451675924,0.401862665200571,0.264436437425289,0.390893047421784,0.387781117615333,53.2877097596255,0.185086532302215,NA,NA,NA,NA,NA,NA,NA,-2.55011210353161,1.97853573419281,-2.01070707581982,-4.69709154883989,0.470349965851533,2.71795872370092,-0.85238212190798,-0.155540360722331,-0.0191838659589016,1.21679911186898,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",-48.962692146305,0.201529124342351,-1.45533457817767,0.0100589877657916,-0.0142982324933889,1.15577392461674,-0.337739299922098,-0.0781545884768126,0.995610460003337,0.324339146448112,-0.477048134068902,0.317576351918985,0.449386580453237,0.153781907672923,-0.139743677739056,-0.168789288854521,-0.202571343920313,2.8146497501435,0.426793742773043,0.908049105202074,0.0271412090399223,0.27979445832258,0.111610308083768,0.072006857396996,0.0507972359068721,6.56354306168351,0.0328402095331794,0.445394216476986,0.116822369629849,0.232605988329741,0.227190043948884,0.10468972678224,0.228289791051138,0.307611266155017,-17.3956607367609,0.472193249678261,-1.60270471039538,0.370616789804601,-0.0511026293340815,10.3554406798097,-4.69037689091245,-1.53855986613318,0.1516879603968,9.87628127404067,-1.071069440107,2.71845497506364,1.93196479454428,0.676886649608303,-1.33483658840499,-0.73936415674721,-0.658530314745462,9.88130505847566e-15,0.641238297461779,0.12264590188947,0.714314455057617,0.959684968991527,3.93905938745897e-10,0.000100702995770476,0.137557121655588,0.880755738585432,9.66367196142235e-10,0.295249396029759,0.0122542441762847,0.0657743518410457,0.505229336339111,0.194993599400716,0.467165502873542,0.516736000418856,5.53353083274637e-13,1,1,1,1,2.20587325697702e-08,0.00563936776314668,1,1,5.41165629839651e-08,1,0.575949476285381,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",-94.164121255918,0.0786485883039468,-0.258381796525556,0.0499421058714882,0.662447522813728,1.90561477181879,-0.694891759776141,0.0356912251010601,-6.38279785128723,0.622348726420625,-0.566470339088497,0.180292434072381,0.755503044120752,0.8095956275462,-0.258004563459007,-0.176660245444476,-0.625717876974636,6.92158923152996,0.662045507101673,1.40739038343265,0.0273963948506626,0.344885885741705,0.225904205796608,0.315775895929679,0.311564349208771,42.715864651333,0.149379085738187,0.897338317708401,0.0693011197357455,0.22430342988856,0.171780763581339,0.169418145845779,0.443237734381871,0.234207471916013,-13.6044076159521,0.118796347774124,-0.183589286645088,1.82294444738887,1.92077307364748,8.43549930865165,-2.20058518947529,0.114554907169897,-0.149424526540353,4.16623735073196,-0.631278446389244,2.60158038946355,3.36821886538296,4.71295860297449,-1.5228862420314,-0.398567702478766,-2.67163926007885,0.000169024227835579,0.911163728961536,0.863266413743285,0.142389265184102,0.127158287563536,0.00108162538060493,0.0925922448573873,0.914317901484048,0.888449865483491,0.0140739487324267,0.562133983344677,0.0599483549450765,0.0280900245272521,0.0092194738401537,0.202452115561551,0.710571489251614,0.0557108617198943,0.00743706602476548,1,1,1,1,0.0519180182690369,1,1,1,0.689623487888909,1,1,1,0.4978515873683,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
