,sum_sq,df,F,PR(>F)
UC_case_control,0.39577532219640593,1.0,1.6911120143252893,0.20633475991874523
A_SMK_CIG_CUR_FREQ,1.5156091599736101,1.0,6.47606031934678,0.01810634520720664
F1_SDC_AGE_CALC,0.013383775248305654,1.0,0.05718765635470098,0.81311558666531
SDC_GENDER,1.517733388110792,1.0,6.485136953291564,0.018034795632156354
PM_BIOIMPED_WEIGHT,0.14189627317924103,1.0,0.6063098907473441,0.44411835038847436
PM_WAIST_AVG,0.3590752360346631,1.0,1.5342958786186345,0.22796215000035833
PM_WAIST_HIP_RATIO,0.4070974313549242,1.0,1.7394903586829267,0.20018513664638052
PM_STANDING_HEIGHT_AVG,0.3249291271675237,1.0,1.3883926559840953,0.25072439017589243
A_SLE_LIGHT_EXP,0.2812992069002536,1.0,1.2019659683913313,0.2842761190410468
NUT_VEG_DAY_QTY,0.00736837495325004,1.0,0.031484397107788754,0.8607174155607286
REFINED_GRAIN_SERVINGS_DAY_QTY,0.20448191379050176,1.0,0.8737326501416863,0.3596348414432855
PM_BIOIMPED_FFM,0.011423900380038697,1.0,0.048813289004288794,0.827090853066196
Residual,5.382749536049589,23.0,,
