,sum_sq,df,F,PR(>F)
Both_case_control,1.5644375957045586,1.0,0.12986070501125957,0.7212807970892335
A_SMK_CIG_CUR_FREQ,3.0592341531100424,1.0,0.2539406525438796,0.6182561094520957
F1_SDC_AGE_CALC,8.74544040754619,1.0,0.7259407854146063,0.40143108344668355
SDC_GENDER,0.9312202684063016,1.0,0.07729865410294955,0.7830348879649403
PM_BIOIMPED_WEIGHT,0.2703735435229841,1.0,0.022443144472294965,0.8819881524992292
PM_WAIST_AVG,4.126623600941258,1.0,0.342542426496081,0.5630529180861921
PM_WAIST_HIP_RATIO,2.3058514437141446,1.0,0.19140392365544903,0.6651068438402215
PM_STANDING_HEIGHT_AVG,1.9623910858650482,1.0,0.16289399501645063,0.6895717572632862
A_SLE_LIGHT_EXP,6.138902283153293,1.0,0.5095774869348435,0.48123039595989314
NUT_VEG_DAY_QTY,5.884605032644498,1.0,0.48846880204759197,0.49037627943186
REFINED_GRAIN_SERVINGS_DAY_QTY,2.3085229808703636,1.0,0.1916256823881226,0.6649253393748655
PM_BIOIMPED_FFM,3.838235060659763,1.0,0.3186038946805906,0.5769420744030415
Residual,337.317225221668,28.0,,
