,sum_sq,df,F,PR(>F)
Crohn_case_control,1.5546653723383332e-06,1.0,0.00036200312499859075,0.9848599648177297
A_SMK_CIG_CUR_FREQ,0.006007336439072504,1.0,1.3988055581319594,0.23987521910272167
F1_SDC_AGE_CALC,0.0030690733621406272,1.0,0.7146323367798372,0.4000343795909803
SDC_GENDER,0.002722263636701887,1.0,0.6338778499156341,0.427921498859954
PM_BIOIMPED_WEIGHT,0.0003575829014348456,1.0,0.08326301599602781,0.7735518906940224
PM_WAIST_AVG,0.001007515895862232,1.0,0.23459961820549885,0.629248863860814
PM_WAIST_HIP_RATIO,0.005170081050024599,1.0,1.2038510215159006,0.27532669228882445
PM_STANDING_HEIGHT_AVG,0.007431389037943602,1.0,1.730395558222033,0.19152637818349388
A_SLE_LIGHT_EXP,8.047836922713924e-05,1.0,0.018739351678744846,0.891406053625359
NUT_VEG_DAY_QTY,0.0049004479833322885,1.0,1.1410670845463904,0.28813385133668096
REFINED_GRAIN_SERVINGS_DAY_QTY,0.003604460109826826,1.0,0.8392968975230463,0.3619176731440792
PM_BIOIMPED_FFM,0.001134320551160479,1.0,0.2641260245300264,0.6084929560212649
Residual,0.40798877184476406,95.0,,
