,sum_sq,df,F,PR(>F)
UC_case_control,0.009839858498082764,1.0,1.224780760238211,0.27986557829878794
A_SMK_CIG_CUR_FREQ,0.03542744627557062,1.0,4.409703106111354,0.04690431097606086
F1_SDC_AGE_CALC,0.0015868127570430753,1.0,0.19751277269948425,0.6608897415876419
SDC_GENDER,0.03546214521077461,1.0,4.414022130439485,0.04680551546602746
PM_BIOIMPED_WEIGHT,0.011218640890207621,1.0,1.3963997064617544,0.24940168295462994
PM_WAIST_AVG,0.007814532012638193,1.0,0.9726855788840573,0.33427356646911854
PM_WAIST_HIP_RATIO,0.004168649816948721,1.0,0.5188775929007663,0.4785783366542309
PM_STANDING_HEIGHT_AVG,0.0009293626034853611,1.0,0.11567904520736223,0.7368556712272126
A_SLE_LIGHT_EXP,0.007083128617258618,1.0,0.8816467893721605,0.35750791446593
NUT_VEG_DAY_QTY,0.0009441520554770172,1.0,0.11751990869715495,0.7348534384521842
REFINED_GRAIN_SERVINGS_DAY_QTY,0.002511654018103147,1.0,0.31262904017848564,0.581475474141956
PM_BIOIMPED_FFM,1.7925028265194976e-05,1.0,0.0022311529937360957,0.9627336256512359
Residual,0.18478143419879212,23.0,,
