,sum_sq,df,F,PR(>F)
Crohn_case_control,0.13124513086812575,1.0,0.0449593605390299,0.8327632817541208
A_SMK_CIG_CUR_FREQ,2.5530744885945493,1.0,0.8745817513874593,0.3532609165418483
F1_SDC_AGE_CALC,2.097810272242459,1.0,0.7186263425421664,0.3998040466741255
SDC_GENDER,3.496372996930994,1.0,1.197718293304894,0.2779448469204963
A_HS_DENTAL_VISIT_LAST,0.1172831405567739,1.0,0.040176538105173354,0.8417814671846287
PM_BIOIMPED_BMI,0.9941225356989613,1.0,0.3405468317706474,0.5615972370325825
PM_BIOIMPED_WEIGHT,3.322164409498088,1.0,1.1380413617525837,0.2901376946906357
PM_WAIST_AVG,4.672760165324668,1.0,1.6007017372426566,0.21046343285693161
PM_WAIST_HIP_RATIO,0.5013524272601908,1.0,0.17174339638517494,0.6799747201012638
PM_STANDING_HEIGHT_AVG,1.0830436661474816,1.0,0.37100767353238967,0.544645827454844
A_SLE_LIGHT_EXP,5.724999958440186,1.0,1.961157229338052,0.16629558721997298
NUT_VEG_DAY_QTY,0.10875302309839546,1.0,0.03725445921573359,0.8475687924558288
NUT_JUICE_DAY_QTY,4.642548924559202,1.0,1.5903525680436041,0.21192581570148553
REFINED_GRAIN_SERVINGS_DAY_QTY,7.934197248792035,1.0,2.71794033299907,0.1042045000047239
PM_BIOIMPED_FFM,7.560915980256703,1.0,2.5900690205660823,0.11253566729036694
SALT_SEASONING,0.1152174752170897,1.0,0.03946892333771081,0.8431622985348725
NUTS_SEEDS_SERVINGS_PER_DAY,0.4859115737741614,1.0,0.1664539742609647,0.6846659595779884
Residual,183.9092715189746,63.0,,
