,sum_sq,df,F,PR(>F)
Crohn_case_control,0.11220862948507836,1.0,0.0759315057101599,0.7835345707581393
A_SMK_CIG_CUR_FREQ,1.9588326181882758,1.0,1.3255407433078914,0.2527186490006474
F1_SDC_AGE_CALC,3.2578687142803773,1.0,2.2045976144306083,0.1411732040362397
SDC_GENDER,0.6469851141938606,1.0,0.4378144008909092,0.5099081433256727
A_HS_DENTAL_VISIT_LAST,0.022061029341029256,1.0,0.014928684033193085,0.9030326869522222
PM_BIOIMPED_BMI,5.483367958709959,1.0,3.7105914881801603,0.057296094920763964
PM_BIOIMPED_WEIGHT,8.23798545031252,1.0,5.574639331494573,0.02043060713827478
PM_WAIST_AVG,0.9619124644110943,1.0,0.6509255314790016,0.4219571401189507
PM_WAIST_HIP_RATIO,0.04334181047065843,1.0,0.029329374615337505,0.8644139220119765
PM_STANDING_HEIGHT_AVG,6.362977119412392,1.0,4.305822428216439,0.040901917451679114
A_SLE_LIGHT_EXP,3.342434973650792,1.0,2.261823546480027,0.1361784428477634
NUT_VEG_DAY_QTY,0.060646219768037864,1.0,0.041039256996082935,0.8399298012818173
NUT_JUICE_DAY_QTY,1.672055720004817,1.0,1.1314790050807528,0.29037026469370564
REFINED_GRAIN_SERVINGS_DAY_QTY,2.230759943042536,1.0,1.5095537850380334,0.22248280647295954
PM_BIOIMPED_FFM,0.04974574839378187,1.0,0.033662915192462374,0.8548477625306602
SALT_SEASONING,0.0017523307552351276,1.0,0.0011858010685793022,0.972607894456092
NUTS_SEEDS_SERVINGS_PER_DAY,1.1941663173156487,1.0,0.8080915608562163,0.3711382546465387
Residual,130.04298153099407,88.0,,
