,sum_sq,df,F,PR(>F)
Crohn_case_control,0.0008601905911786416,1.0,8.836897811175433e-05,0.9925293195278808
A_SMK_CIG_CUR_FREQ,0.49765143562138403,1.0,0.0511246568756949,0.8218496901615091
F1_SDC_AGE_CALC,21.049769876955445,1.0,2.162481980842583,0.14639320230494293
SDC_GENDER,29.739559104064064,1.0,3.055200178275928,0.08535110005282753
A_HS_DENTAL_VISIT_LAST,7.5213003113512995,1.0,0.7726771594595386,0.3827306019022343
PM_BIOIMPED_BMI,8.09231685819567,1.0,0.8313387505615741,0.365361495229915
PM_BIOIMPED_WEIGHT,19.042292791912224,1.0,1.9562501289631535,0.1668186213407776
PM_WAIST_AVG,11.994293591009225,1.0,1.2321960722187533,0.27119941021051047
PM_WAIST_HIP_RATIO,3.792832345139436,1.0,0.3896447158645728,0.5347401825323865
PM_STANDING_HEIGHT_AVG,16.17522171536715,1.0,1.6617105887655572,0.20208569314925365
A_SLE_LIGHT_EXP,4.687084288219999,1.0,0.48151287996085795,0.4902886565640927
NUT_VEG_DAY_QTY,9.536851490573357,1.0,0.9797384780398122,0.32604985684917054
NUT_JUICE_DAY_QTY,26.89987876107713,1.0,2.763474539042939,0.1014067404121458
REFINED_GRAIN_SERVINGS_DAY_QTY,6.480181115680236,1.0,0.6657210495491517,0.4176217176325907
PM_BIOIMPED_FFM,20.074180512394218,1.0,2.0622578722705014,0.15593340449951354
SALT_SEASONING,1.4525381062210434,1.0,0.14922193922076885,0.700581583011048
NUTS_SEEDS_SERVINGS_PER_DAY,29.828006599296902,1.0,3.0642865538424875,0.08489856419168389
Residual,613.246960666688,63.0,,
