,sum_sq,df,F,PR(>F)
Crohn_case_control,1.8772642339466319,1.0,0.8968868487503378,0.34687572427796287
A_SMK_CIG_CUR_FREQ,1.0930300433667144,1.0,0.5222089961857159,0.4723084133384059
F1_SDC_AGE_CALC,2.9759529086886056,1.0,1.4217993279996641,0.23713394332592228
SDC_GENDER,16.807738937375166,1.0,8.030110912233635,0.00600648782736387
PM_BIOIMPED_WEIGHT,4.5471645967883765,1.0,2.1724656828882876,0.14498391853507958
PM_WAIST_AVG,3.0384069178906667,1.0,1.4516375247181414,0.2323230178435467
PM_WAIST_HIP_RATIO,0.12919434221885998,1.0,0.06172423912079932,0.8045186090760319
PM_STANDING_HEIGHT_AVG,0.8723898370772225,1.0,0.4167953331817722,0.5206511448771451
A_SLE_LIGHT_EXP,2.7627700671570854,1.0,1.319948515795737,0.2545119533239811
NUT_VEG_DAY_QTY,0.32192683212960754,1.0,0.15380463590354163,0.6961172469769361
REFINED_GRAIN_SERVINGS_DAY_QTY,7.421786437824582,1.0,3.545852805347656,0.06384980689882055
PM_BIOIMPED_FFM,6.194623713907464,1.0,2.9595602161344567,0.08978933750429746
Residual,146.5162484647423,70.0,,
