,sum_sq,df,F,PR(>F)
Crohn_case_control,0.08976499937791678,1.0,0.045408483674795164,0.8343264774454835
A_SMK_CIG_CUR_FREQ,1.9053519256772051,1.0,0.9638404992083985,0.34288369764702575
F1_SDC_AGE_CALC,1.1318600384598783,1.0,0.5725622284268899,0.46178731993581634
SDC_GENDER,1.1313276167704653,1.0,0.5722928978218728,0.4618906098182721
PM_BIOIMPED_WEIGHT,1.8751246403587616,1.0,0.9485497377598603,0.3466172819270849
PM_WAIST_AVG,0.5419438790103069,1.0,0.2741474957192363,0.6087520776373195
PM_WAIST_HIP_RATIO,0.06396628069673625,1.0,0.03235795502572778,0.8598219647919828
PM_STANDING_HEIGHT_AVG,0.25948620287287344,1.0,0.13126357810554592,0.722536144947843
A_SLE_LIGHT_EXP,2.898568759394968,1.0,1.4662687361822409,0.245980875828476
NUT_VEG_DAY_QTY,0.00040216722582611707,1.0,0.00020344013852859795,0.9888212330528567
REFINED_GRAIN_SERVINGS_DAY_QTY,1.7914063920872567,1.0,0.9062000609786638,0.3572715455412868
PM_BIOIMPED_FFM,1.194670510427628,1.0,0.604335506549982,0.44986606649994676
Residual,27.675665197082886,14.0,,
