,sum_sq,df,F,PR(>F)
UC_case_control,0.00031921621070574873,1.0,0.04316212395140735,0.8372488983752666
A_SMK_CIG_CUR_FREQ,7.91488874993741e-05,1.0,0.010701944256875604,0.9185024229203458
F1_SDC_AGE_CALC,0.002925230286325603,1.0,0.39552863535862626,0.535604393619775
SDC_GENDER,5.368339013244624e-05,1.0,0.007258682552197449,0.9328413528461825
PM_BIOIMPED_WEIGHT,0.00368786536090428,1.0,0.49864667421348324,0.4871874227184879
PM_WAIST_AVG,0.000823678828568865,1.0,0.1113719369584607,0.7416111137293352
PM_WAIST_HIP_RATIO,4.306705533075891e-05,1.0,0.005823217988518208,0.9398323756672353
PM_STANDING_HEIGHT_AVG,0.0012415946897598492,1.0,0.1678795189578343,0.6857943643582223
A_SLE_LIGHT_EXP,0.0007481961829077237,1.0,0.1011657155983258,0.7533051444781612
NUT_VEG_DAY_QTY,0.004070868401577873,1.0,0.5504335953061527,0.46564992113923276
REFINED_GRAIN_SERVINGS_DAY_QTY,0.0035361700344234137,1.0,0.47813552138092313,0.4961891533784667
PM_BIOIMPED_FFM,0.004961640152257005,1.0,0.6708773554467227,0.42115227608130157
Residual,0.1701022140267689,23.0,,
