,sum_sq,df,F,PR(>F)
Crohn_case_control,0.003222663721133896,1.0,1.184341266173953,0.2948542636782241
A_SMK_CIG_CUR_FREQ,8.372965639252837e-05,1.0,0.030770969560964923,0.8632641542035371
F1_SDC_AGE_CALC,0.002153780531942396,1.0,0.7915225983814294,0.3886723939724825
SDC_GENDER,0.008438165138739753,1.0,3.101058021990477,0.10005731467703222
PM_BIOIMPED_WEIGHT,0.006408493278786497,1.0,2.355145836126761,0.1471556565006376
PM_WAIST_AVG,0.0003577644963094658,1.0,0.13147982328176483,0.7223181558428551
PM_WAIST_HIP_RATIO,2.8866071751231537e-05,1.0,0.010608391978078596,0.9194261272296917
PM_STANDING_HEIGHT_AVG,0.0015903303965891923,1.0,0.5844525146013871,0.4572654266554146
A_SLE_LIGHT_EXP,0.0019187158532622012,1.0,0.705135428241654,0.41517362018046367
NUT_VEG_DAY_QTY,2.3674167706186e-05,1.0,0.0087003473470988,0.9270062856388077
REFINED_GRAIN_SERVINGS_DAY_QTY,0.015149963983074772,1.0,5.567669815667705,0.033347909936428916
PM_BIOIMPED_FFM,0.013564319123062793,1.0,4.984939253712563,0.042413985743377736
Residual,0.038094840891280596,14.0,,
