,sum_sq,df,F,PR(>F)
UC_case_control,26.50751855869863,1.0,3.5845547518072856,0.06228250632951807
A_SMK_CIG_CUR_FREQ,15.30974596416148,1.0,2.0703040355615876,0.15446555395560446
F1_SDC_AGE_CALC,0.2738115162187872,1.0,0.03702694272902914,0.847944507370108
SDC_GENDER,0.17038534132526592,1.0,0.0230408434321501,0.8797696319523884
PM_BIOIMPED_WEIGHT,18.24004152793408,1.0,2.4665616054303436,0.12061670941695667
PM_WAIST_AVG,12.654568052608335,1.0,1.7112500343854458,0.19492745586343974
PM_WAIST_HIP_RATIO,17.186162782657913,1.0,2.324047848216781,0.13170897270535434
PM_STANDING_HEIGHT_AVG,0.13045589424213602,1.0,0.01764127013893809,0.8947008296571587
A_SLE_LIGHT_EXP,0.008197592472597704,1.0,0.0011085428078060114,0.973530380357013
NUT_VEG_DAY_QTY,0.6615381924432555,1.0,0.08945838766361285,0.76571668842805
REFINED_GRAIN_SERVINGS_DAY_QTY,5.980098550565217,1.0,0.8086758716488774,0.37146881371812934
PM_BIOIMPED_FFM,3.0103241754976167,1.0,0.40707966699581144,0.5254519124474264
Residual,539.829627043463,73.0,,
