,sum_sq,df,F,PR(>F)
UC_case_control,0.0036620934665713588,1.0,1.3079820486701197,0.2595588014881602
A_SMK_CIG_CUR_FREQ,0.004131500340563677,1.0,1.4756390924645657,0.2315805169604404
F1_SDC_AGE_CALC,0.011505590056886339,1.0,4.109426859564702,0.04934513066865003
SDC_GENDER,0.03180464205826031,1.0,11.359595612815188,0.0016733044267890505
PM_BIOIMPED_WEIGHT,0.0042058188844404844,1.0,1.502183286970114,0.2275032793398146
PM_WAIST_AVG,0.0020467365025340746,1.0,0.7310284754088674,0.3976423307320668
PM_WAIST_HIP_RATIO,0.00815269604306398,1.0,2.91188091454569,0.09568302809257898
PM_STANDING_HEIGHT_AVG,2.5852024737736877e-06,1.0,0.0009233512084658531,0.9759097690239902
A_SLE_LIGHT_EXP,0.00017404744647074767,1.0,0.06216415219291224,0.8043834458314982
NUT_VEG_DAY_QTY,0.00875368604890513,1.0,3.126535222592706,0.08465397306048304
REFINED_GRAIN_SERVINGS_DAY_QTY,0.003574088668597044,1.0,1.2765495642188107,0.26527147612519936
PM_BIOIMPED_FFM,0.0028450666458672918,1.0,1.0161663360134268,0.31948939969471574
Residual,0.11199216289840562,40.0,,
