,sum_sq,df,F,PR(>F)
Crohn_case_control,0.03911990863981993,1.0,0.09212007685782955,0.7683982782444013
A_SMK_CIG_CUR_FREQ,0.41110987945718885,1.0,0.9680869666975686,0.35086729187967514
F1_SDC_AGE_CALC,0.439111764201201,1.0,1.0340261742384775,0.335770309367296
SDC_GENDER,0.026646659430995413,1.0,0.06274790509835416,0.8078290662494549
A_HS_DENTAL_VISIT_LAST,0.5477806443338341,1.0,1.289921086520627,0.2854010722991115
PM_BIOIMPED_BMI,0.0060106855241795175,1.0,0.014154041553462315,0.9079117081695974
PM_BIOIMPED_WEIGHT,0.021205360128337333,1.0,0.04993466172955206,0.8281667182513025
PM_WAIST_AVG,0.0006701332184269284,1.0,0.0015780385418292092,0.9691799950214194
PM_WAIST_HIP_RATIO,0.015380746829025025,1.0,0.03621878550550535,0.8532878332882068
PM_STANDING_HEIGHT_AVG,0.014951452800726125,1.0,0.03520787826526584,0.8553228988996464
A_SLE_LIGHT_EXP,0.06417218371269649,1.0,0.1511135046397074,0.7065100235408677
NUT_VEG_DAY_QTY,0.7230992857165004,1.0,1.7027637357067276,0.2243026945855705
NUT_JUICE_DAY_QTY,0.5542543564291154,1.0,1.3051654691510544,0.2827527626223945
REFINED_GRAIN_SERVINGS_DAY_QTY,0.006538790201542273,1.0,0.015397629413432845,0.9039734299234823
PM_BIOIMPED_FFM,0.5752418915069266,1.0,1.3545871935785088,0.27440313204498157
SALT_SEASONING,0.027087475710877378,1.0,0.06378594508860032,0.8062827830278916
NUTS_SEEDS_SERVINGS_PER_DAY,0.3038064158683871,1.0,0.7154073553027186,0.41957325329956086
Residual,3.8219592272132927,9.0,,
