,sum_sq,df,F,PR(>F)
UC_case_control,117.06433456776828,1.0,3.466282336201005,0.0699906266525215
A_SMK_CIG_CUR_FREQ,28.670509265367393,1.0,0.8489355891644295,0.36237764146423357
F1_SDC_AGE_CALC,25.65780172385424,1.0,0.7597291286840069,0.3886150517713729
SDC_GENDER,230.86288474453536,1.0,6.83586459043285,0.012535981312740849
PM_BIOIMPED_WEIGHT,43.24604391764671,1.0,1.2805180902944713,0.2645414273499157
PM_WAIST_AVG,25.080191539504185,1.0,0.7426260546639399,0.39395783230687187
PM_WAIST_HIP_RATIO,55.546501532840225,1.0,1.6447354167428785,0.2070595104163513
PM_STANDING_HEIGHT_AVG,42.11630258312752,1.0,1.2470663780647908,0.2707767900581445
A_SLE_LIGHT_EXP,25.558137685046926,1.0,0.7567780702036611,0.38952932842569366
NUT_VEG_DAY_QTY,37.36343493061891,1.0,1.1063336668507315,0.29919330302701674
REFINED_GRAIN_SERVINGS_DAY_QTY,20.359877713431693,1.0,0.6028572643056044,0.4420571739683842
PM_BIOIMPED_FFM,61.79738673045908,1.0,1.8298245220295395,0.18374569859297296
Residual,1350.8920879892212,40.0,,
