,sum_sq,df,F,PR(>F)
UC_case_control,8.002773810963876e-05,1.0,0.0421826158178312,0.8383137323684801
A_SMK_CIG_CUR_FREQ,0.0023429152157801577,1.0,1.234950465619896,0.27308166559437036
F1_SDC_AGE_CALC,0.01315927861218564,1.0,6.936254944218809,0.011951478178515685
SDC_GENDER,2.5385562893993415e-05,1.0,0.013380728634485068,0.9084888213396153
PM_BIOIMPED_WEIGHT,0.00011715081579701794,1.0,0.06175018777540488,0.8050222009033384
PM_WAIST_AVG,1.2165776599832815e-05,1.0,0.006412580094832133,0.9365740655873419
PM_WAIST_HIP_RATIO,9.010112848457363e-05,1.0,0.0474922992626734,0.828593726160837
PM_STANDING_HEIGHT_AVG,8.837125680906907e-05,1.0,0.0465804840092923,0.8302208781166094
A_SLE_LIGHT_EXP,0.0013834618948029205,1.0,0.729222679355617,0.39822059057155146
NUT_VEG_DAY_QTY,0.0063581666923414396,1.0,3.351389271071579,0.07460559949019624
REFINED_GRAIN_SERVINGS_DAY_QTY,0.0007398505492985845,1.0,0.3899751788675719,0.5358583787302037
PM_BIOIMPED_FFM,0.0024921235797781337,1.0,1.3135981850732548,0.25855465810392186
Residual,0.0758869373632442,40.0,,
