,sum_sq,df,F,PR(>F)
UC_case_control,0.4690559609318248,1.0,3.027602561701662,0.08607318335654521
A_SMK_CIG_CUR_FREQ,0.16984465387343986,1.0,1.0962915984203823,0.2985358400636393
F1_SDC_AGE_CALC,0.029702501104742127,1.0,0.1917199138776839,0.6627818402175092
SDC_GENDER,0.12060277458251094,1.0,0.778451399591976,0.3805112816055255
PM_BIOIMPED_WEIGHT,0.1737727203303193,1.0,1.1216459805366583,0.2930561144954504
PM_WAIST_AVG,0.24768849204745566,1.0,1.5987480716312514,0.21010284665875537
PM_WAIST_HIP_RATIO,0.44858440944418604,1.0,2.895465403476759,0.09308488342449048
PM_STANDING_HEIGHT_AVG,0.008861421640819376,1.0,0.05719757362589567,0.8116515906893442
A_SLE_LIGHT_EXP,0.10363751731762519,1.0,0.6689462218876863,0.41608090616573123
NUT_VEG_DAY_QTY,0.058019244018886806,1.0,0.3744952126194316,0.5424654943936819
REFINED_GRAIN_SERVINGS_DAY_QTY,0.002261075757519271,1.0,0.014594503270073257,0.9041752443408791
PM_BIOIMPED_FFM,0.026915648713756526,1.0,0.17373169468679986,0.6780395284870804
Residual,11.309636734082439,73.0,,
