,sum_sq,df,F,PR(>F)
Crohn_case_control,0.11554971120567428,1.0,0.048501986801168066,0.8306052263031382
A_SMK_CIG_CUR_FREQ,0.4688358846740692,1.0,0.19679384442510833,0.667794294413774
F1_SDC_AGE_CALC,0.08284069939089479,1.0,0.03477238035934963,0.856208953302994
SDC_GENDER,3.305612095418162,1.0,1.387530548963241,0.2690299958830968
A_HS_DENTAL_VISIT_LAST,0.0002731223188918409,1.0,0.00011464308277168558,0.9916906796746329
PM_BIOIMPED_BMI,3.017977792898871,1.0,1.2667960616262555,0.28948644101256193
PM_BIOIMPED_WEIGHT,3.161121282543204,1.0,1.3268805358578244,0.2790403135318521
PM_WAIST_AVG,0.1608137265213326,1.0,0.06750155547598895,0.8008556650461192
PM_WAIST_HIP_RATIO,0.49923954865793146,1.0,0.20955578120422869,0.6579668830603391
PM_STANDING_HEIGHT_AVG,2.3929572383548217,1.0,1.004443708075193,0.3424204631372631
A_SLE_LIGHT_EXP,2.3097581489155057,1.0,0.9695208935069057,0.3505282313994471
NUT_VEG_DAY_QTY,1.1156416921697352,1.0,0.46829055705845923,0.5110096237208646
NUT_JUICE_DAY_QTY,0.0006191472898575204,1.0,0.00025988705092647396,0.987489570691185
REFINED_GRAIN_SERVINGS_DAY_QTY,1.1073679022987142,1.0,0.4648176340806977,0.5125420124921549
PM_BIOIMPED_FFM,0.0016561385865067493,1.0,0.0006951641075128099,0.9795408041589319
SALT_SEASONING,4.097406633189379,1.0,1.7198862755116138,0.22217566520145846
NUTS_SEEDS_SERVINGS_PER_DAY,0.697123507454824,1.0,0.2926175652414566,0.6016778087633743
Residual,21.441336106792715,9.0,,
