feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X7d669e880492b330a9c9c649f65c2ba6	Crohn_case_control	Crohn_case_control	0.0170847105846921	0.00638873030807811	26	10	0.0132675620951411	0.313803833107607
c38ee4acf990375c9b9df651cf77bf7c	Crohn_case_control	Crohn_case_control	-0.0269222982419896	0.0103270135274614	26	16	0.0154585172686958	0.313803833107607
f55e6f0203460ecfb665c9dbc579b714	Crohn_case_control	Crohn_case_control	-0.0247819401574743	0.00976898504313293	26	17	0.0181040672946696	0.313803833107607
X5b239eddc0c4c102c7f721bae475cf22	Crohn_case_control	Crohn_case_control	-0.0445400038092407	0.0239390575145874	26	21	0.0751033191534289	0.704797590094335
X1c6bf8efe709f63c28e0225da6870395	Crohn_case_control	Crohn_case_control	0.0943659587501737	0.052154199180869	26	26	0.0829379093873888	0.704797590094335
f2d099ef5556f02539ded15181a3d994	Crohn_case_control	Crohn_case_control	0.0379271089198907	0.020686636414354	26	25	0.0791740782973755	0.704797590094335
X95c08da59378a0eb674c2b7dab943428	Crohn_case_control	Crohn_case_control	0.0221352749694143	0.012729900772632	26	23	0.0948765986665451	0.704797590094335
ed32eeb458a2b9bdee12e2db96fcb98b	Crohn_case_control	Crohn_case_control	-0.0433317532807932	0.0321955021810387	26	14	0.190913579314213	0.772485112660393
X0f898170dbe4592000abdcde0dd2ba2e	Crohn_case_control	Crohn_case_control	0.0725347734849426	0.0494432023911701	26	24	0.155349948514122	0.772485112660393
X81b95cf5e2e0e3f7579b7dfa4b2ebed0	Crohn_case_control	Crohn_case_control	0.0350181190929814	0.0252003577379113	26	24	0.177411476900055	0.772485112660393
X26de4690cd2c89c490c37a8d1418d67a	Crohn_case_control	Crohn_case_control	0.0199567851643833	0.0129142348158171	26	19	0.135351221920319	0.772485112660393
X5431c93e93b57f0b74748eb702ea1e72	Crohn_case_control	Crohn_case_control	-0.0369792055817681	0.0276173817935775	26	24	0.193121278165098	0.772485112660393
X719ab97ff4cf3c7b809b054134f4dc70	Crohn_case_control	Crohn_case_control	-0.048980881721969	0.0312797388318715	26	23	0.130463980020131	0.772485112660393
c5bd025300b4ef0c652dd11cef56ac29	Crohn_case_control	Crohn_case_control	0.0103578437853144	0.00839847572697027	26	13	0.22940690433337	0.827499373096168
X304a3df568087b761af6bca76a3816aa	Crohn_case_control	Crohn_case_control	0.00445769640619615	0.00368921736032171	26	4	0.238701742239279	0.827499373096168
X1e2270e7a0c8c2e951edc6813b58451a	Crohn_case_control	Crohn_case_control	-0.0211935073243097	0.0184156120640121	26	22	0.261133634894051	0.848684313405666
X250a576e3788b3f444938c7b08afb2e3	Crohn_case_control	Crohn_case_control	-0.0612500875235163	0.0749618844075222	26	23	0.421918310488291	0.874145145346381
X494975433cf1f940b003816db0232f8b	Crohn_case_control	Crohn_case_control	-0.0576819942424906	0.0628124029977315	26	4	0.36758789155845	0.874145145346381
X51c79d7c5c2260b32f6ad5b82272898e	Crohn_case_control	Crohn_case_control	-0.00379648166952665	0.00480563243709152	26	5	0.437260387654818	0.874145145346381
X20f887a0f58476d52027e0798805c1d2	Crohn_case_control	Crohn_case_control	0.0083463904669123	0.0079800294419312	26	3	0.306022963484957	0.874145145346381
X3a4c1eb8dbc9f93fbbfbd8702754c0df	Crohn_case_control	Crohn_case_control	-0.00425288025273911	0.0062735459267118	26	9	0.504314506930605	0.874145145346381
X969732ae717bf5a9282f4781499aadb4	Crohn_case_control	Crohn_case_control	0.0331094152245085	0.0467961331236163	26	22	0.486054931489726	0.874145145346381
X95251fbafeb9956f566a3da93d145d63	Crohn_case_control	Crohn_case_control	0.0167440841466011	0.016542418250585	26	24	0.32154324450905	0.874145145346381
