feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
bc6f21affc11d8c4a5d6454f728e4add	Crohn_case_control	Crohn_case_control	-0.00888364209113498	0.00319564567530377	92	14	0.00662018643101009	0.0810972837798736
X969732ae717bf5a9282f4781499aadb4	Crohn_case_control	Crohn_case_control	-0.0555022056393209	0.0195345507749172	92	88	0.00555789403469524	0.0810972837798736
X26de4690cd2c89c490c37a8d1418d67a	Crohn_case_control	Crohn_case_control	-0.0165722811147892	0.00564825212568942	92	70	0.00424420873548711	0.0810972837798736
X7c821085a5548386a8d91fe359fa3ff3	Crohn_case_control	Crohn_case_control	-0.0487906628950737	0.0175138221832696	92	91	0.00651011782056423	0.0810972837798736
X3a4c1eb8dbc9f93fbbfbd8702754c0df	Crohn_case_control	Crohn_case_control	-0.0115997644764899	0.00431866547369299	92	47	0.00861180899439098	0.0843957281450316
c5bd025300b4ef0c652dd11cef56ac29	Crohn_case_control	Crohn_case_control	-0.015853790366244	0.00620647839804396	92	43	0.0123177285397684	0.100594783074775
b73c9d186b67a61bce0ba79c990aef39	Crohn_case_control	Crohn_case_control	-0.0178288296475976	0.00782144513395696	92	45	0.0250024466672235	0.175017126670565
ca39c1dfb5e738c293917a0ab7391c33	Crohn_case_control	Crohn_case_control	0.0142103506780602	0.00666400781650713	92	24	0.0356968716213558	0.186272317584542
cb3f42ad378ddeda014d895db355586b	Crohn_case_control	Crohn_case_control	-0.0190805402916745	0.00895473531269237	92	89	0.0358345099631501	0.186272317584542
X92fb114641e27921122496428e2ef0dd	Crohn_case_control	Crohn_case_control	0.00444241096744022	0.00210969882971812	92	11	0.038014758690723	0.186272317584542
